# Avida tasks data
# Mon Nov 21 02:30:31 2011
# First column gives the current update, next columns give the number
# of organisms that have the particular task as a component of their merit
#  1: Update
#  2: Not
#  3: Nand
#  4: And
#  5: OrNot
#  6: Or
#  7: AndNot
#  8: Nor
#  9: Xor
# 10: Equals

-1 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 
14 0 0 0 0 0 0 0 0 0 
35 0 0 0 0 0 0 0 0 0 
49 0 0 0 0 0 0 0 0 0 
62 0 0 0 0 0 0 0 0 0 
75 0 0 0 0 0 0 0 0 0 
88 0 0 0 0 0 0 0 0 0 
101 0 0 0 0 0 0 0 0 0 
114 0 0 0 0 0 0 0 0 0 
127 0 0 0 0 0 0 0 0 0 
139 0 0 0 0 0 0 0 0 0 
152 0 0 0 0 0 0 0 0 0 
165 0 0 0 0 0 0 0 0 0 
177 0 0 0 0 0 0 0 0 0 
190 0 0 0 0 0 0 0 0 0 
203 0 0 0 0 0 0 0 0 0 
216 0 0 0 0 0 0 0 0 0 
229 0 0 0 0 0 0 0 0 0 
242 0 0 0 0 0 0 0 0 0 
254 0 0 0 0 0 0 0 0 0 
267 0 0 0 0 0 0 0 0 0 
280 0 0 0 0 0 0 0 0 0 
293 0 0 0 0 0 0 0 0 0 
306 0 0 0 0 0 0 0 0 0 
319 0 0 0 0 0 0 0 0 0 
332 0 0 0 0 0 0 0 0 0 
345 0 0 0 0 0 0 0 0 0 
359 0 0 0 0 0 0 0 0 0 
372 0 0 0 0 0 0 0 0 0 
384 0 0 0 0 0 0 0 0 0 
398 0 0 0 0 0 0 0 0 0 
410 0 0 0 0 0 0 0 0 0 
423 0 0 0 0 0 0 0 0 0 
437 0 0 0 0 0 0 0 0 0 
450 0 0 0 0 0 0 0 0 0 
464 0 0 0 0 0 0 0 0 0 
477 0 0 0 0 0 0 0 0 0 
490 0 0 0 0 0 0 0 0 0 
504 0 0 0 0 0 0 0 0 0 
517 0 0 0 0 0 0 0 0 0 
530 0 0 0 0 0 0 0 0 0 
544 0 0 0 0 0 0 0 0 0 
556 0 0 0 0 0 0 0 0 0 
567 0 0 0 0 0 0 0 0 0 
580 0 0 0 0 0 0 0 0 0 
594 0 0 0 0 0 0 0 0 0 
