59 59 58 0 0 0 41 59 59 41 43 59 58 
41 59 0 0 57 11 39 9 11 11 3 39 0 
2 59 59 51 59 58 9 59 59 59 10 41 59 
59 11 41 59 59 41 59 59 59 41 11 59 9 
59 59 50 58 9 43 11 59 43 9 9 59 10 
59 11 39 33 59 59 33 59 59 9 9 43 9 
9 8 41 51 39 10 43 9 51 59 8 0 59 
59 41 9 59 51 9 0 59 59 59 0 58 0 
9 59 43 51 9 51 9 47 59 59 58 59 41 
59 8 35 11 39 59 51 27 41 43 10 59 49 
42 39 43 27 3 9 59 50 43 59 35 57 35 
51 57 51 47 9 59 41 59 59 59 59 51 43 
59 0 0 0 0 0 0 0 0 0 0 0 0 
